Contributor_login;repository_name;average_issues_comments_length;average_time_to_close_issues;issues_closed;issues_opened;issues_participated;issues_closed_per_day;average_comments_per_issue;early_additions;early_deletions;late_additions;late_deletions;change_bursts;biggest_burst_length;inactive_period_within_active_period;tot_additions;tot_deletions;activity_period_in_days;total_file_additions;total_file_deletions;total_file_modifications;total_file_changes;commits_authored;total_lines_of_code_changed;violations_added;violations_eliminated
WaDelma;MinecraftForge/MinecraftForge;302.523809524;1.29833333333;1;8;10;0.000470145745181;2.1;29;3;0;0;0;1;0.0;29;6;1;0;0;2;2;1;0;0;0
yrsegal;MinecraftForge/MinecraftForge;73.6;0.123333333333;1;10;5;0.000470145745181;3.0;0;0;0;0;0;0;100;0;0;0;1;0;1;2;1;47;6;0
thiakil;MinecraftForge/MinecraftForge;443.0;NA;0;4;5;0.0;2.4;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;9;7;7
Xhamolk;MinecraftForge/MinecraftForge;338.55;16.2123611111;2;5;6;0.000940291490362;3.33333333333;23;0;0;0;0;1;0.0;23;0;1;0;0;1;1;1;0;0;0
ustc-zzzz;MinecraftForge/MinecraftForge;509.0;NA;0;4;3;0.0;2.0;0;0;0;0;0;0;100;0;0;0;0;0;3;3;1;41;0;0
Zarathul;MinecraftForge/MinecraftForge;264.8;NA;0;5;3;0.0;1.66666666667;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
airbreather;MinecraftForge/MinecraftForge;103.0;0.0216666666667;1;2;1;0.000470145745181;2.0;1;0;0;0;0;1;0.0;1;0;1;0;0;1;1;1;0;0;0
arideus101;MinecraftForge/MinecraftForge;NA;NA;0;2;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
bl4ckscor3;MinecraftForge/MinecraftForge;17.0;NA;0;1;1;0.0;1.0;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
bogger33;MinecraftForge/MinecraftForge;269.75;11.9166666667;1;6;3;0.000470145745181;6.66666666667;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;80;16;3
calclavia0;MinecraftForge/MinecraftForge;NA;NA;0;0;0;0;NA;5;0;0;0;0;1;0.0;5;0;1;0;0;1;1;1;0;0;0
crazyputje;MinecraftForge/MinecraftForge;NA;NA;0;0;0;0;NA;0;4;0;0;0;1;0.0;0;8;1;0;0;1;1;1;0;0;0
donington;MinecraftForge/MinecraftForge;94.6666666667;4.86472222222;1;3;2;0.000470145745181;3.0;8;22;0;0;0;1;0.0;8;44;1;0;0;1;1;1;0;0;0
dries007;MinecraftForge/MinecraftForge;164.631578947;8.21166666667;1;8;6;0.000470145745181;3.16666666667;9;0;0;0;0;1;0.0;9;0;1;0;0;1;1;1;0;0;0
Elix-x;MinecraftForge/MinecraftForge;373.734693878;22.9844444444;2;11;11;0.000940291490362;4.45454545455;26;0;0;0;0;1;0.0;26;0;1;0;0;1;1;1;0;0;0
howtonotwin;MinecraftForge/MinecraftForge;329.80952381;12.5969444444;1;3;11;0.000470145745181;1.90909090909;0;0;0;0;0;0;100;0;0;0;3;0;4;7;1;42;7;0
immibis;MinecraftForge/MinecraftForge;313.659259259;NA;0;17;31;0.0;4.35483870968;1;0;0;0;0;1;0.0;1;0;1;0;0;1;1;1;0;0;0
jampot5000;MinecraftForge/MinecraftForge;150.333333333;NA;0;1;5;0.0;1.2;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
joeflatt;MinecraftForge/MinecraftForge;74.0;NA;0;1;2;0.0;1.0;0;0;0;0;0;0;100;0;0;0;1;0;1;2;1;87;15;1
johnjohn;MinecraftForge/MinecraftForge;72.5;NA;0;1;1;0.0;4.0;36;3;0;0;0;1;0.0;36;6;1;2;0;1;3;1;0;0;0
laci200270;MinecraftForge/MinecraftForge;90.9142857143;10.2912222222;5;14;14;0.00235072872591;2.5;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
mDiyo;MinecraftForge/MinecraftForge;124.777777778;5.16388888889;1;9;9;0.000470145745181;1.0;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
malte0811;MinecraftForge/MinecraftForge;522.217391304;NA;0;5;6;0.0;3.83333333333;0;0;0;0;0;0;100;0;0;0;2;0;1;3;1;100;18;0
minzmann;MinecraftForge/MinecraftForge;328.0;10.5211111111;2;5;1;0.000940291490362;3.0;3;12;0;0;0;1;0.0;3;24;1;0;0;1;1;1;0;0;0
mmehnert;MinecraftForge/MinecraftForge;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
palechip;MinecraftForge/MinecraftForge;NA;NA;0;1;0;0.0;NA;2;2;0;0;0;1;0.0;2;4;1;0;0;1;1;1;0;0;0
planetguy32;MinecraftForge/MinecraftForge;NA;NA;0;2;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
remuladgryta;MinecraftForge/MinecraftForge;NA;NA;0;0;0;0;NA;2;2;0;0;0;1;0.0;2;4;1;0;0;1;1;1;0;0;0
rguy96;MinecraftForge/MinecraftForge;158.75;13.0266666667;1;9;7;0.000470145745181;1.71428571429;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;2;0;0
rslink;MinecraftForge/MinecraftForge;NA;NA;0;2;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;4;0;0
rumickon;MinecraftForge/MinecraftForge;196.0;NA;0;0;1;0.0;1.0;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
shartte;MinecraftForge/MinecraftForge;189.0;NA;0;2;2;0.0;1.5;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
simon-i1-h;MinecraftForge/MinecraftForge;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
thilokru;MinecraftForge/MinecraftForge;331.28;6.89958333333;2;4;5;0.000940291490362;5.0;0;0;0;0;0;0;100;0;0;0;5;0;15;20;1;2027;241;52
superckl;MinecraftForge/MinecraftForge;160.294117647;15.2197222222;1;3;3;0.000470145745181;5.66666666667;10;1;0;0;0;1;0.0;10;2;1;0;0;1;1;1;0;0;0
talandar;MinecraftForge/MinecraftForge;372.833333333;9.58638888889;1;2;3;0.000470145745181;2.0;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;7;1;1
techbrew-mc;MinecraftForge/MinecraftForge;53.0;NA;0;2;1;0.0;2.0;1;0;0;0;0;1;0.0;1;0;1;0;0;1;1;1;0;0;0
xxmicloxx;MinecraftForge/MinecraftForge;NA;NA;0;1;0;0.0;NA;2;2;0;0;0;1;0.0;2;4;1;0;0;1;1;1;0;0;0
zlyfire;MinecraftForge/MinecraftForge;NA;NA;0;1;0;0.0;NA;5;0;0;0;0;1;0.0;5;0;1;0;0;1;1;1;0;0;0
viktorklang;reactive-streams/reactive-streams-jvm;335.434017595;10.2741638418;295;105;342;0.214233841685;3.98830409357;16;16;380;42;17;9;0.930906389302;15756;11962;1346;66;28;542;645;202;11125;2316;528
ktoso;reactive-streams/reactive-streams-jvm;285.166666667;10.7410714286;7;72;159;0.00508351488744;2.45283018868;2;1;84;7;13;3;0.966072943172;13209;9420;1179;55;10;276;353;73;13424;2638;451
rkuhn;reactive-streams/reactive-streams-jvm;444.238970588;11.6206505848;38;35;102;0.0275962236747;2.66666666667;32;5;15;0;6;7;0.946058091286;6291;3086;482;46;5;93;158;49;2412;525;49
smaldini;reactive-streams/reactive-streams-jvm;359.980694981;11.1176157407;24;6;87;0.0174291938998;2.97701149425;36;39;11;9;4;7;0.942771084337;7971;2778;332;28;11;92;131;48;6116;1325;106
akarnokd;reactive-streams/reactive-streams-jvm;574.423076923;13.5537222222;5;26;58;0.00363108206245;2.68965517241;450;7;391;57;1;2;0.869565217391;1257;482;46;14;0;44;58;34;1322;205;10
benjchristensen;reactive-streams/reactive-streams-jvm;685.533536585;8.75078703704;12;19;92;0.00871459694989;3.5652173913;1244;504;94;39;2;2;0.833333333333;1439;10486;30;28;30;17;77;8;5918;254;998
ldaley;reactive-streams/reactive-streams-jvm;176.033333333;12.113125;4;15;33;0.00290486564996;2.72727272727;20;2;1;1;2;1;0.988317757009;159;218;428;0;1;13;14;6;2;0;0
egetman;reactive-streams/reactive-streams-jvm;52.5;NA;0;2;2;0.0;2.0;43;1;2;7;2;1;0.636363636364;163;54;11;0;0;10;10;6;4;1;0
patriknw;reactive-streams/reactive-streams-jvm;68.7058823529;NA;0;4;15;0.0;1.13333333333;10;23;2;1;0;1;0.99746835443;65;138;1185;0;0;8;8;4;0;0;0
davidmoten;reactive-streams/reactive-streams-jvm;447.153846154;0.466388888889;1;6;6;0.000726216412491;2.16666666667;1;1;1;1;0;1;0.99419729207;3;4;517;0;0;3;3;3;2;0;0
anthonyvdotbe;reactive-streams/reactive-streams-jvm;692.6;12.1147222222;1;14;8;0.000726216412491;2.5;2;1;0;0;0;1;0.0;2;2;1;0;0;3;3;2;0;0;0
BjornHamels;reactive-streams/reactive-streams-jvm;27.0;NA;0;1;1;0.0;1.0;2;1;0;0;0;1;0.0;2;2;1;0;0;2;2;2;0;0;0
briantopping;reactive-streams/reactive-streams-jvm;593.0;NA;0;1;1;0.0;2.0;2;1;0;0;0;1;0.0;2;2;1;0;0;2;2;2;0;0;0
colinrgodsey;reactive-streams/reactive-streams-jvm;176.0;NA;0;2;1;0.0;1.0;872;419;0;0;0;1;0.0;872;838;1;10;5;17;33;2;560;57;26
seratch;reactive-streams/reactive-streams-jvm;34.5;NA;0;1;2;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;2;4;0;0
savulchik;reactive-streams/reactive-streams-jvm;20.0;NA;0;1;1;0.0;1.0;1;1;2;0;0;1;0.5;3;2;4;0;0;2;2;2;0;0;0
ouertani;reactive-streams/reactive-streams-jvm;150.444444444;NA;0;5;7;0.0;2.57142857143;17;3;397;69;0;1;0.928571428571;414;144;28;8;5;6;19;2;15;3;1
drewhk;reactive-streams/reactive-streams-jvm;330.015873016;NA;0;2;27;0.0;2.33333333333;37;25;0;0;0;1;0.0;37;50;1;0;0;3;3;1;0;0;0
JakeWharton;reactive-streams/reactive-streams-jvm;109.444444444;NA;0;1;3;0.0;3.0;2;1;0;0;0;1;0.0;2;2;1;0;0;2;2;1;0;0;0
kiiadi;reactive-streams/reactive-streams-jvm;86.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;0;0;0
2m;reactive-streams/reactive-streams-jvm;NA;NA;0;1;0;0.0;NA;55;49;0;0;0;1;0.0;55;98;1;0;0;4;4;1;0;0;0
rstoyanchev;reactive-streams/reactive-streams-jvm;501.5;NA;0;1;2;0.0;1.0;9;8;0;0;0;1;0.0;9;16;1;0;0;6;6;1;16;0;0
s4nk;reactive-streams/reactive-streams-jvm;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
shenghaiyang;reactive-streams/reactive-streams-jvm;88.5;NA;0;1;2;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;3;3;1;0;0;0
angelsanz;reactive-streams/reactive-streams-jvm;7.0;NA;0;1;1;0.0;1.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;1;0;0;0
Konloch;Konloch/bytecode-viewer;134.159624413;7.98976797386;85;8;101;0.0752212389381;2.10891089109;0;0;53;88;15;11;0.87925170068;259952;323582;588;572;192;1006;1805;172;198610;20242;8741
TheBiblMan;Konloch/bytecode-viewer;76.8888888889;2.45666666667;2;9;6;0.00176991150442;1.5;48213;628;213;30;0;1;0.94;49924;2124;50;74;3;24;126;9;23655;2553;205
SubOptimal;Konloch/bytecode-viewer;NA;NA;0;1;0;0.0;NA;53;88;0;0;0;1;0.0;53;176;1;1;1;7;9;8;0;0;0
kfricilone;Konloch/bytecode-viewer;NA;NA;0;2;0;0.0;NA;3463;2962;0;0;0;1;0.0;3463;5924;1;7;1;14;24;6;2609;149;7
Szperak;Konloch/bytecode-viewer;233.5;NA;0;1;2;0.0;2.0;400;112;0;0;0;1;0.0;400;224;1;1;0;8;9;5;512;60;24
maaatts;Konloch/bytecode-viewer;66.5;NA;0;5;1;0.0;2.0;4;4;2;8;0;1;0.869565217391;7;32;23;0;0;4;4;3;23;0;0
AymanDF;Konloch/bytecode-viewer;NA;NA;0;3;0;0.0;NA;72;25;0;0;0;1;0.0;72;50;1;0;0;22;22;2;97;9;9
adrianherrera;Konloch/bytecode-viewer;NA;NA;0;0;0;0;NA;40;5;0;0;0;1;0.0;40;10;1;0;0;2;2;1;45;16;7
ViRb3;Konloch/bytecode-viewer;NA;NA;0;1;0;0.0;NA;6;6;0;0;0;1;0.0;6;12;1;0;0;1;1;1;12;0;0
vilmosnagy;Konloch/bytecode-viewer;NA;NA;0;2;0;0.0;NA;26;0;0;0;0;1;0.0;26;0;1;0;0;1;1;1;26;12;7
northdpole;Konloch/bytecode-viewer;NA;NA;0;1;0;0.0;NA;73;30;0;0;0;1;0.0;73;60;1;0;0;1;1;1;0;0;0
sahitya-pavurala;Konloch/bytecode-viewer;383.7;NA;0;3;3;0.0;3.33333333333;2;1;0;0;0;1;0.0;2;2;1;0;0;1;1;1;0;0;0
sfsheng0322;sfsheng0322/MarqueeView;36.8684210526;11.7476169591;38;0;34;0.0719696969697;1.11764705882;1;4;25;23;5;3;0.968576709797;2537;1544;541;53;9;101;169;45;231;51;3
RightManCode;sfsheng0322/MarqueeView;NA;NA;0;1;0;0.0;NA;78;8;32;25;0;1;0.0;110;66;2;8;1;16;25;9;0;0;0
caoguodong;sfsheng0322/MarqueeView;NA;NA;0;1;0;0.0;NA;39;8;0;0;0;1;0.0;39;16;1;0;0;2;2;1;0;0;0
zohar-soul;sfsheng0322/MarqueeView;NA;NA;0;1;0;0.0;NA;19;18;0;0;0;1;0.0;19;36;1;0;0;4;4;1;0;0;0
huangbom;sfsheng0322/MarqueeView;NA;NA;0;3;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
daimajia;daimajia/AnimationEasingFunctions;112.666666667;11.1192857143;14;0;12;0.0128205128205;1.25;196;31;8;8;2;1;0.991928251121;2577;296;1115;64;3;46;116;30;1727;438;8
pamartineza;daimajia/AnimationEasingFunctions;NA;NA;0;2;0;0.0;NA;2;0;1;1;0;1;0.955555555556;3;2;45;0;0;2;2;2;0;0;0
falnatsheh;daimajia/AnimationEasingFunctions;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
bryant1410;daimajia/AnimationEasingFunctions;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
tdaffin;daimajia/AnimationEasingFunctions;NA;NA;0;1;0;0.0;NA;2;2;0;0;0;1;0.0;2;4;1;0;0;1;1;1;4;0;2
WBerredo;daimajia/AnimationEasingFunctions;NA;NA;0;1;0;0.0;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
yelinaung;daimajia/AnimationEasingFunctions;NA;NA;0;1;0;0.0;NA;9;5;0;0;0;1;0.0;9;10;1;0;0;2;5;1;10;57;0
iammert;iammert/MaterialIntroView;113.48;7.7218287037;24;0;20;0.0359820089955;1.25;126;15;4;0;3;8;0.881481481481;4015;2498;135;78;10;144;246;58;3432;482;120
icechen1;iammert/MaterialIntroView;55.0;0.00194444444444;1;5;2;0.00149925037481;1.0;1;1;573;167;0;1;0.0;574;336;2;6;0;26;32;13;702;86;30
kioko;iammert/MaterialIntroView;237.0;NA;0;1;1;0.0;1.0;316;35;0;0;0;1;0.0;316;70;1;3;0;6;9;11;230;22;6
muratcanbur;iammert/MaterialIntroView;148.0;0.0025;1;2;1;0.00149925037481;1.0;137;93;502;24;1;1;0.571428571429;932;242;7;12;1;11;24;6;897;110;6
ParitoshBh;iammert/MaterialIntroView;75.0;5.21416666667;1;6;2;0.00149925037481;1.0;38;2;0;0;1;1;0.764705882353;45;8;17;0;0;6;6;6;36;8;0
PierfrancescoSoffritti;iammert/MaterialIntroView;NA;4.03972222222;1;2;0;0.00149925037481;NA;2;2;0;0;0;1;0.0;2;4;1;0;0;1;1;1;4;0;0
bryant1410;iammert/MaterialIntroView;NA;NA;0;1;0;0.0;NA;4;4;0;0;0;1;0.0;4;8;1;0;0;1;1;1;0;0;0
badoualy;iammert/MaterialIntroView;112.5;NA;0;1;1;0.0;2.0;17;15;0;0;0;1;0.0;17;30;1;0;0;5;5;1;0;0;0
filol;iammert/MaterialIntroView;NA;0.66375;2;3;0;0.00299850074963;NA;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;0;0;0
tjerkw;tjerkw/Android-SlideExpandableListView;234.395833333;11.0976234568;54;1;56;0.0304740406321;1.71428571429;40;47;40;22;3;2;0.985964912281;2158;878;1140;28;0;90;118;62;1455;225;59
guicamest;tjerkw/Android-SlideExpandableListView;22.0;NA;0;1;1;0.0;1.0;33;17;0;0;0;1;0.0;33;34;1;0;0;7;7;6;19;3;0
naddaf;tjerkw/Android-SlideExpandableListView;839.666666667;NA;0;2;2;0.0;1.5;126;24;0;0;0;1;0.0;126;48;1;0;0;6;6;5;146;20;6
jelgh;tjerkw/Android-SlideExpandableListView;69.5;NA;0;1;2;0.0;1.0;52;26;0;0;0;1;0.0;52;52;1;0;0;2;2;2;71;14;7
kquan;tjerkw/Android-SlideExpandableListView;282.0;NA;0;1;1;0.0;1.0;5;5;0;0;0;1;0.0;5;10;1;0;0;2;2;2;10;0;0
reisub;tjerkw/Android-SlideExpandableListView;330.333333333;NA;0;1;1;0.0;3.0;0;0;0;0;0;0;100;0;0;0;0;0;2;2;2;85;6;46
JesseFarebro;tjerkw/Android-SlideExpandableListView;365.428571429;15.6763888889;1;6;10;0.000564334085779;1.4;6;22;0;0;0;1;0.0;6;44;1;0;0;3;3;1;28;6;7
passsy;tjerkw/Android-SlideExpandableListView;1069.0;NA;0;3;1;0.0;1.0;16;1;0;0;0;1;0.0;16;2;1;0;0;2;2;1;17;2;1
yccheok;tjerkw/Android-SlideExpandableListView;NA;NA;0;1;0;0.0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;1;1;1;0;0;0
grivos;tjerkw/Android-SlideExpandableListView;176.0;NA;0;1;2;0.0;1.5;0;0;0;0;0;0;100;0;0;0;0;0;1;1;1;8;0;0
balysv;balysv/material-ripple;185.186440678;11.0943492063;35;3;35;0.0326492537313;1.68571428571;5;5;15;20;7;3;0.971350613915;2658;1128;733;36;0;120;156;60;1696;284;57
tbarthel-fr;balysv/material-ripple;NA;NA;0;1;0;0.0;NA;16;16;0;0;0;1;0.0;16;32;1;0;0;4;4;2;0;0;0
dlazaro66;balysv/material-ripple;43.5;2.65833333333;1;2;1;0.000932835820896;2.0;9;0;0;0;0;1;0.0;9;0;1;0;0;1;1;1;0;0;0
IvBaranov;balysv/material-ripple;NA;NA;0;1;0;0.0;NA;5;5;0;0;0;1;0.0;5;10;1;0;0;1;1;1;10;0;0
ashqal;balysv/material-ripple;NA;NA;0;1;0;0.0;NA;5;1;0;0;0;1;0.0;5;2;1;0;0;1;1;1;6;1;0
hehonghui;simple-android-framework/android_design_patterns_analysis;210.0;0.4875;1;1;2;0.00151745068285;1.0;618;73;2;2;2;14;0.707692307692;12237;5012;65;93;4;145;242;74;121;22;0
AigeStudio;simple-android-framework/android_design_patterns_analysis;NA;NA;0;0;0;0;NA;187;168;400;21;1;1;0.0;1156;412;3;3;2;18;23;24;0;0;0
iiShadow;simple-android-framework/android_design_patterns_analysis;NA;NA;0;0;0;0;NA;1;0;60;99;1;1;0.666666666667;483;326;12;1;0;9;10;9;0;0;0
lvtea0105;simple-android-framework/android_design_patterns_analysis;NA;NA;0;0;0;0;NA;11;1;99;34;0;1;0.75;110;70;8;2;1;6;9;9;0;0;0
lijunhuayc;simple-android-framework/android_design_patterns_analysis;NA;NA;0;0;0;0;NA;1;1;1011;122;0;1;0.5;1012;246;4;10;0;16;26;7;16;2;0
Haoxiqiang;simple-android-framework/android_design_patterns_analysis;NA;NA;0;0;0;0;NA;620;38;0;0;0;1;0.0;620;76;1;4;0;5;9;5;226;40;0
GKerison;simple-android-framework/android_design_patterns_analysis;NA;NA;0;0;0;0;NA;202;21;330;331;1;1;0.0;655;944;3;0;0;5;5;4;0;0;0
singwhatiwanna;simple-android-framework/android_design_patterns_analysis;NA;NA;0;0;0;0;NA;502;37;48;46;0;1;0.0;550;166;2;3;0;5;8;4;0;0;0
cookerwang;simple-android-framework/android_design_patterns_analysis;NA;NA;0;0;0;0;NA;2;2;1;2;0;1;0.666666666667;3;8;6;0;0;4;4;3;0;0;0
chelaile;simple-android-framework/android_design_patterns_analysis;NA;NA;0;0;0;0;NA;158;52;0;0;0;1;0.0;158;104;1;0;0;1;1;1;0;0;0
sunnygoyal2;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;10;0;10;118;14;95;0.570488721805;70734;174666;1064;636;1047;9901;11659;2459;25599;1873;1622
mikejurka;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;61;10;21;2;34;44;0.749428789033;37069;37670;1313;274;127;3692;4131;1552;0;0;0
romainguy;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;54;34;2;9;12;20;0.788405797101;5768;11696;345;82;30;487;601;260;0;0;0
dsandler;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;8;73;42;6;11;11;0.958080194411;6247;6058;1646;39;11;447;579;236;0;0;0
cwren;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;0;86;15;15;9;5;0.91935483871;3548;1810;434;33;3;260;299;212;0;0;0
pdubroy;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;60;2;135;54;8;17;0.809090909091;4914;4208;330;8;0;442;450;155;0;0;0
mathewinwood;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;1;1;17;5;2;1;0.989226248776;470;296;1021;4;2;84;90;65;0;0;0
amirzaidi;amirzaidi/Launcher3;141.57704918;8.41093981481;120;0;176;0.670391061453;1.73295454545;1432;529;306;43;1;6;0.384615384615;4153;1770;13;30;3;191;224;55;2953;533;154
nileshagrawal;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;79;23;1;1;2;3;0.978365384615;232;172;416;7;0;98;105;51;0;0;0
JasonMonk;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;2;1;10;5;2;1;0.95;368;168;180;0;0;48;48;34;0;0;0
kruton;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;9;9;12;4;2;1;0.967654986523;458;814;371;0;0;165;165;34;0;0;0
alanv;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;10;4;1;1;2;1;0.990512333966;49;32;527;2;1;25;28;34;0;0;0
ianparkinson;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;5;3;13;12;0;1;0.984555984556;35;38;259;0;0;17;17;32;0;0;0
mokani;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;1;6;7;33;1;1;0.861111111111;54;114;36;0;0;30;30;31;0;0;0
davehawkey;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;1;1;16;0;0;1;0.99226006192;111;62;646;0;0;26;26;23;0;0;0
wangying1015;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;1;0;1;1;1;3;0.994405594406;39;68;2145;2;0;20;22;23;0;0;0
chethaase;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;2;2;51;3;0;1;0.996305418719;226;278;1624;0;0;23;23;17;0;0;0
sganov;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;22;1;7;0;0;1;0.992202729045;103;4;513;0;0;27;27;17;0;0;0
jsharkey;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;1;0;2;2;2;1;0.99565689468;620;394;1842;3;0;25;31;16;0;0;0
j9brown;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;24;19;2;1;0;1;0.992766726944;53;60;553;0;0;14;14;11;0;0;0
nickkral;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;1;0;2;2;0;1;0.9963099631;5;8;813;0;0;11;11;11;0;0;0
jmuk;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;24;12;16;0;0;1;0.943925233645;136;36;107;0;0;17;17;10;0;0;0
bradfitz;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;43;20;28;18;2;1;0.857142857143;154;174;42;0;0;13;13;9;0;0;0
caseyburkhardt;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;8;0;0;0;0;1;0.0;8;0;1;0;0;4;4;9;0;0;0
ChrisCraik;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;12;17;0;0;0;1;0.0;12;34;1;0;0;8;8;9;0;0;0
vmarko;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;49;45;0;0;0;1;0.0;49;90;1;0;0;8;8;9;0;0;0
tberghammer;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;1;1;1;1;0;1;0.962025316456;3;6;79;0;0;6;6;8;0;0;0
rusmonster;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;4;4;7;0;0;0
narayank;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;17;1;0;2;0;1;0.99537037037;17;6;432;0;0;9;9;7;0;0;0
nfuller;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;15;24;7;10;0;1;0.984042553191;26;80;188;0;0;39;39;7;0;0;0
danw;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;3;9;0;0;0;1;0.0;3;18;1;0;0;3;3;6;0;0;0
ficusk;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;10;1;9;9;0;1;0.666666666667;19;20;6;0;0;6;6;6;0;0;0
stephenhines;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;2;2;0;4;0;1;0.953125;3;16;64;0;0;6;6;6;0;0;0
brnndnn;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;27;4;1;1;0;1;0.333333333333;28;10;3;0;0;5;5;5;0;0;0
jpd236;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;0;1;0;1;0;1;0.985714285714;0;4;140;0;0;4;4;5;0;0;0
paulduffin;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;4;1;0;0;0;1;0.0;4;2;1;0;0;5;5;5;0;0;0
hex539;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;123;50;0;0;0;1;0.0;123;100;1;1;0;12;13;5;0;0;0
reed-at-google;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;9;11;0;0;0;1;0.0;9;22;1;0;0;4;4;4;0;0;0
scottamain;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;0;425;0;0;0;1;0.0;0;850;1;0;4;4;8;4;0;0;0
Thecrazyskull;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;0;0;0;0;0;0;100;0;0;0;6;0;2;8;3;928;202;1
bdcgoogle;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;1;1;2;3;0;1;0.0;3;8;2;0;0;1;1;2;0;0;0
jham;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;3;1;1;1;0;1;0.333333333333;4;4;3;0;0;2;2;2;0;0;0
LeonScroggins;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;1;1;0;0;0;1;0.0;1;2;1;0;0;2;2;2;0;0;0
mikeandroid;amirzaidi/Launcher3;NA;NA;0;0;0;0;NA;3;2;0;0;0;1;0.0;3;4;1;0;0;4;4;2;0;0;0
